Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Final_Score
STU02475,19,Male,3.82,76.1,7.6,2.6,2.8,3.58,Yes,Hybrid,Average,Poor,Yes,2,Middle,6.1,93.84
STU02476,22,Female,6.67,76.7,7.7,5.5,3.9,2.91,No,Offline,Average,Excellent,No,2,Low,3.6,95.12
STU02477,17,Female,1.28,67.4,6.2,3.2,2.1,3.02,Yes,Online,Poor,Excellent,Yes,1,Middle,6.8,60.88
STU02478,23,Female,5.62,57,5.4,1.8,4,2.64,No,Online,Good,Excellent,Yes,1,High,3.4,85.81
STU02479,22,Male,4.75,75.2,9.6,8,2,3.69,No,Hybrid,Poor,Excellent,Yes,0,Middle,1.4,83.18
STU02480,17,Female,3.63,82.7,7.6,1.6,6.1,2.58,No,Offline,Average,Good,Yes,3,High,3.4,79.36
STU02481,21,Female,6.62,74.8,8,3.5,4.6,3.79,Yes,Online,Poor,Excellent,No,3,Middle,3.1,96.76
STU02482,23,Male,1.31,91.3,9.7,6.1,3.2,2.53,No,Online,Average,Average,Yes,2,Middle,5,77.57
STU02483,21,Female,2.48,92,7.7,8.2,5,2.67,Yes,Offline,Good,Poor,Yes,1,Middle,4.6,78.39
STU02484,23,Male,3.65,81.2,6.2,4.9,3.6,3.21,No,Offline,Good,Good,Yes,1,Middle,4.7,73.23
STU02485,21,Female,6.63,77,6.6,2,3.1,2.16,Yes,Offline,Poor,Poor,No,2,Middle,3.6,82.72
STU02486,24,Male,4.52,84.8,8.7,4.6,5.3,2.78,No,Online,Average,Excellent,Yes,0,Middle,4.4,91.46
STU02487,22,Female,3.56,75.2,7.2,5.9,4,2.73,Yes,Online,Good,Good,No,0,High,2.5,81.43
STU02488,20,Male,6.17,78.2,6.4,3.8,3.7,3.04,No,Online,Average,Good,Yes,1,Low,5.1,92.16
STU02489,23,Female,4.26,71.9,9.3,3.9,4.2,3.08,Yes,Offline,Poor,Average,Yes,1,Middle,3.6,82.99
STU02490,24,Male,3.93,73.8,7.4,7.1,4.3,2.59,No,Hybrid,Good,Good,No,0,Middle,8.2,74.03
STU02491,23,Non-Binary,4.61,86.1,7.6,7.1,3.2,2.01,No,Hybrid,Average,Poor,No,2,Middle,3.8,85.56
STU02492,21,Female,5.9,76.2,8.3,4.5,4.2,2.85,No,Offline,Average,Excellent,No,2,High,3.1,92.43
STU02493,17,Male,10.61,85.3,5.1,6.5,1.8,3.11,No,Online,Poor,Average,Yes,3,Middle,3.4,86.3
STU02494,23,Female,3.05,80.4,6.6,4.9,4.9,2.46,No,Hybrid,Average,Good,No,3,Middle,4.8,67.51
STU02495,24,Non-Binary,5.78,81.1,7.4,1,6.3,3.1,Yes,Online,Good,Average,Yes,1,Middle,4.7,93
STU02496,21,Male,4.92,83.7,6.8,6.5,5,2.29,Yes,Offline,Poor,Poor,No,1,Middle,5.2,71.39
STU02497,18,Male,4.71,58.4,8,2.6,6.1,3.48,Yes,Offline,Average,Good,No,2,Low,5.3,92.75
STU02498,21,Female,8.27,76.1,5.9,1,1,3.07,Yes,Hybrid,Average,Average,Yes,2,High,4.4,93.74
STU02499,22,Male,6.78,83.3,5.9,5.8,6.9,4,Yes,Online,Good,Good,No,1,Low,3.6,97.16
STU02500,20,Male,6.58,94.8,7.1,6,2.6,3.02,No,Hybrid,Poor,Average,No,1,Middle,4.2,96.11
STU02501,18,Male,4.34,85.6,7,5.5,5.2,2.95,No,Hybrid,Average,Average,Yes,2,Middle,5.6,92.8
STU02502,22,Male,3.55,100,5.4,6.4,5,3.77,No,Hybrid,Good,Good,No,1,Low,4.9,91.43
STU02503,22,Male,5.83,93.4,7.3,6.1,1.5,2.82,No,Hybrid,Average,Average,No,3,Low,3.8,99.65
STU02504,22,Male,4.68,81.9,8.6,6.4,3.5,3.11,No,Online,Good,Average,Yes,2,Low,4.7,88.85
STU02505,17,Female,4.1,67.7,6.7,5.4,5,2.77,No,Offline,Good,Excellent,No,1,Middle,3.2,75.46
STU02506,22,Female,6.59,77.5,5.9,6.2,2.3,2.71,No,Offline,Average,Average,Yes,1,High,8.2,84.22
STU02507,17,Male,2.84,78.3,9.3,1.9,5.2,3.5,No,Online,Average,Poor,No,2,High,4.7,91.46
STU02508,22,Female,3.8,81.4,9.5,3.9,4.7,2.4,Yes,Offline,Good,Average,No,1,Low,4.7,93.02
STU02509,19,Female,6.83,84.3,6.8,7.4,4.2,2.7,No,Hybrid,Average,Good,No,2,Middle,3.7,94.1
STU02510,24,Female,5.09,67.3,8.1,8.7,6.5,2.1,Yes,Offline,Average,Good,Yes,2,High,2.5,61.44
STU02511,18,Male,6.59,85.5,6.3,7.8,5.2,2.97,Yes,Offline,Average,Average,No,1,Low,4.7,73.75
STU02512,19,Male,3.56,77.6,7,4.9,6.4,2.62,No,Hybrid,Average,Good,Yes,1,High,6.2,58.49
STU02513,22,Female,6.67,73.8,5.6,3.2,1.4,3.06,Yes,Online,Average,Poor,Yes,3,Middle,3,86.9
STU02514,18,Female,3.85,67.6,6.9,4.4,7.6,2.55,No,Hybrid,Poor,Good,Yes,0,Middle,4,71.12
STU02515,18,Female,7.97,82.5,8.9,6.2,6.4,2.46,No,Online,Average,Average,No,4,Middle,3.5,89.23
STU02516,23,Female,6.85,75.3,7.3,4.4,1.3,3.65,No,Offline,Average,Good,No,1,Low,5.1,90.41
STU02517,20,Male,6.2,58,8.1,5.1,8,1.85,Yes,Hybrid,Average,Excellent,Yes,1,Middle,7.8,61.11
STU02518,19,Female,8.34,81,5.2,8.7,3.9,3.18,No,Hybrid,Good,Good,No,3,Middle,3.6,99.15
STU02519,20,Male,5.97,78.4,7.7,6.6,5.1,3.37,Yes,Hybrid,Average,Excellent,Yes,1,Middle,3.5,85.27
STU02520,18,Male,4.01,63.8,7,7.8,3.7,4,No,Online,Average,Average,No,3,Middle,3.8,84.76
STU02521,17,Female,8.38,86.6,8.1,1,7.1,3.07,No,Online,Average,Poor,No,3,Low,3.8,94.62
STU02522,18,Male,5.97,77.5,6,5.5,3,3.81,No,Offline,Good,Average,Yes,4,Middle,3.8,98.52
STU02523,20,Male,7.72,84.1,7.2,6.7,2.5,2.82,Yes,Hybrid,Good,Average,Yes,2,Middle,4.4,93.5
STU02524,19,Female,5.59,67.9,4.8,5.6,5,3.37,Yes,Hybrid,Average,Average,Yes,1,Middle,3.9,82.04
STU02525,22,Male,7.61,74.9,6.2,4.2,4.9,3.5,Yes,Online,Poor,Poor,Yes,2,Low,4.8,90.31
STU02526,23,Non-Binary,3.56,83.9,8.6,7.2,3.5,2.97,Yes,Offline,Poor,Good,No,0,Middle,6.1,69.32
STU02527,23,Non-Binary,2.77,86.8,7.3,3.1,2.9,3.08,No,Offline,Average,Average,Yes,2,Middle,3.5,88.59
STU02528,23,Female,2.49,73.3,5.8,4.4,4.7,2.97,No,Online,Good,Average,No,1,High,2.8,69.87
STU02529,22,Male,6.81,53.9,8.5,6,2.1,3.32,No,Online,Good,Average,No,3,High,2,99.7
STU02530,23,Male,1.37,82.3,7.7,4.3,4,3.6,No,Hybrid,Good,Excellent,No,0,Low,7.3,76.2
STU02531,19,Male,1.74,77.9,6.9,3.9,5.4,2.18,No,Offline,Average,Average,Yes,1,Middle,3.1,65.11
STU02532,22,Male,2.47,94,7.5,3.1,5.6,2.1,Yes,Online,Poor,Good,No,1,Low,8.5,52.24
STU02533,23,Male,5.76,70,6.7,7.8,6,2.28,No,Hybrid,Average,Good,No,2,Low,2,80.61
STU02534,22,Non-Binary,6.18,84.8,7.9,2.9,3.7,3.39,Yes,Offline,Poor,Good,No,1,Middle,2.3,98.68
STU02535,20,Male,3.68,65.4,9.3,4.5,5.8,2.81,Yes,Offline,Average,Average,No,2,Low,4,81.65
STU02536,24,Female,6.88,83,4.8,3.8,2.4,2.93,No,Online,Average,Average,Yes,2,Low,6.5,92.94
STU02537,24,Male,5.94,76.5,7.5,4.3,5.8,2.57,No,Online,Poor,Good,Yes,1,Low,5.2,72.74
STU02538,19,Female,7.73,82.3,4,5.7,4.9,2.21,No,Hybrid,Good,Average,No,0,Middle,4.2,82.14
STU02539,21,Female,7.2,79.4,7,2.6,5.1,2.97,No,Online,Average,Average,No,4,Low,2.3,94.03
STU02540,17,Male,3.93,78.3,6,7.3,2.9,2.09,No,Online,Poor,Average,No,0,Middle,7.7,46.86
STU02541,23,Male,5.71,95.7,7.8,3,4.7,2.73,Yes,Offline,Good,Excellent,Yes,0,Middle,3.3,88.53
STU02542,17,Female,4.98,91.8,7.3,5,3.6,3.2,No,Offline,Good,Good,No,3,Low,3,99.59
STU02543,22,Female,6.24,80.2,8.2,8.4,5.3,2.99,No,Offline,Average,Good,Yes,3,Low,3,97.6
STU02544,17,Female,5.72,70.9,7.3,5.7,4.7,2.37,Yes,Online,Average,Good,Yes,3,Low,5.8,78.87
STU02545,19,Male,5.37,71.9,8.3,9.1,4.2,3.23,Yes,Online,Average,Excellent,No,1,Middle,6,76.83
STU02546,19,Male,6.74,90.7,5.3,4.1,5.5,2.56,Yes,Offline,Poor,Good,Yes,1,High,4.1,69.11
STU02547,18,Female,5.44,80.5,5.3,5.5,5.4,2.63,No,Offline,Good,Good,No,1,Low,3.6,81.64
STU02548,24,Female,6.79,72.9,4.7,1,3.5,2.68,Yes,Hybrid,Good,Excellent,No,3,Middle,2.4,97.78
STU02549,23,Male,5.39,73.4,6.4,3.8,3.5,2.9,Yes,Online,Good,Good,No,1,Middle,4.5,86.52
STU02550,18,Female,5.01,93.7,6.1,7.8,3.5,3.41,Yes,Offline,Average,Average,No,1,Middle,5.4,89.96
STU02551,17,Male,7.17,81.3,8.7,6,5.5,3.01,No,Offline,Good,Average,No,2,High,4.2,91.2
STU02552,21,Male,7.23,71.3,8.4,5.9,3.9,2.98,Yes,Hybrid,Average,Good,Yes,1,High,1,87.28
STU02553,18,Male,7.8,95.2,7.6,5.4,2.5,2.94,Yes,Online,Average,Excellent,No,4,Low,5.2,88.66
STU02554,18,Male,6.58,83.9,7.1,4.8,4.8,2.74,Yes,Online,Good,Good,No,3,Middle,2.6,80.86
STU02555,19,Female,4.9,66.2,8.1,3.2,5.4,4,No,Hybrid,Good,Good,No,2,Middle,2.4,97.93
STU02556,21,Male,5.71,67.6,5.8,6,3.3,2.98,No,Hybrid,Poor,Good,No,0,High,4.9,80.52
STU02557,22,Male,5.64,83.2,7.9,2.1,4.9,3.19,Yes,Hybrid,Average,Good,Yes,2,High,4,87.39
STU02558,17,Female,1.82,72.7,6.3,5.1,5.3,2.35,No,Offline,Good,Good,Yes,0,Low,8.7,39.68
STU02559,18,Female,3.09,75.7,9,6.8,4.2,3.32,Yes,Offline,Poor,Average,Yes,2,Middle,4,76.16
STU02560,21,Female,8.37,98.2,7.2,4,2,4,Yes,Hybrid,Average,Excellent,No,1,High,2.7,87.78
STU02561,24,Female,5.21,99.7,7.1,4.1,6,2.63,Yes,Offline,Average,Good,No,2,Middle,3.7,87.62
STU02562,23,Male,0.68,98.1,6.3,5.9,5.2,3.1,No,Hybrid,Poor,Good,No,0,Middle,8.3,47.69
STU02563,21,Female,5.09,84.9,7.9,3.1,1.3,2.83,No,Hybrid,Average,Average,No,1,Middle,5,89.25
STU02564,24,Female,5.65,82.9,8.3,4.7,2.6,3.43,Yes,Online,Poor,Average,No,2,Low,4.3,87.58
STU02565,17,Female,2.87,68.9,8.7,2.4,5.2,2.45,No,Offline,Average,Good,Yes,2,High,7.4,68.13
STU02566,21,Male,9.87,68.5,6.7,6.8,3.9,3.7,Yes,Online,Average,Good,Yes,3,High,5.2,98.36
STU02567,24,Male,7.57,81.3,7.5,5.9,6.5,2.86,Yes,Offline,Good,Good,Yes,2,Middle,5.4,86.2
STU02568,21,Female,6.95,81.8,6.6,5.9,3,3.94,No,Offline,Good,Average,No,1,Middle,2,92.82
STU02569,21,Male,4.95,89.9,7.5,3.6,4.2,3.28,No,Online,Good,Good,Yes,3,Middle,5.1,91.11
STU02570,23,Female,6.29,88.5,7.3,6.8,3.8,3.47,No,Hybrid,Good,Excellent,No,3,Low,3.5,93.68
STU02571,24,Female,7.01,85.1,6.4,6.4,2.2,3.32,No,Offline,Good,Poor,Yes,2,Low,2.8,99.64
STU02572,24,Female,6.27,86.6,6.4,4.8,1.9,2.81,No,Offline,Poor,Good,No,2,Low,3.1,88.11
STU02573,18,Female,3.99,82.9,8.7,2,2.8,3.28,No,Offline,Average,Good,Yes,3,High,4,86.67
STU02574,17,Female,5.7,93.5,8.1,5.2,2,2.74,Yes,Hybrid,Poor,Good,No,1,Middle,2.6,97.11
STU02575,23,Male,5.58,69.4,6.8,3.5,5.9,2.94,No,Online,Poor,Good,Yes,1,Low,5.8,67.12
STU02576,21,Female,5.9,100,6.9,2.2,3.2,2.92,Yes,Offline,Good,Good,No,1,Middle,3.7,90.93
STU02577,21,Female,3.24,86.3,7.9,6.5,2.2,3.43,Yes,Offline,Good,Excellent,Yes,4,Low,4.4,88.88
STU02578,18,Male,5.84,67,6.6,5,4.7,3.35,Yes,Hybrid,Average,Poor,No,3,Low,4.2,99.45
STU02579,17,Male,5.32,83.2,7.9,5.3,4.6,2.41,Yes,Offline,Poor,Good,No,2,Middle,4.9,69.51
STU02580,19,Male,5.78,97.6,7.5,5.8,5.9,3.1,Yes,Offline,Average,Poor,Yes,2,Middle,2.5,96.19
STU02581,23,Female,5.71,74.3,6.4,2.8,4.7,2.87,Yes,Offline,Good,Average,Yes,1,Middle,1.1,89.02
STU02582,18,Male,2.43,85.7,4.2,1.8,2.5,2.08,No,Offline,Average,Average,No,1,Middle,6,77.21
STU02583,17,Female,7.01,79.7,8.6,6.3,4,2.79,No,Offline,Poor,Average,No,3,Middle,3.6,97.9
STU02584,23,Male,6.79,95.1,8.3,3.2,4.2,3.29,No,Hybrid,Average,Excellent,Yes,2,Middle,3.3,97.17
STU02585,21,Male,2.62,82.8,4.7,5.8,4.5,2.74,No,Offline,Average,Excellent,No,1,Middle,7.5,63.52
STU02586,17,Female,5.1,74.2,7.3,4.9,7,2.01,No,Online,Average,Average,Yes,2,Middle,2.4,85.53
STU02587,17,Male,3.59,85,6,5.3,4,2.65,No,Offline,Average,Good,Yes,0,Middle,4.6,82.6
STU02588,22,Female,4.38,85.2,7.5,5.5,7,3.94,Yes,Online,Average,Good,Yes,2,Middle,2.7,87.15
STU02589,17,Female,7.28,81.5,9.5,4.9,3.1,2.85,No,Hybrid,Good,Excellent,No,1,Middle,5.1,88.84
STU02590,19,Female,6.34,74.9,10,2.2,4,2.3,Yes,Hybrid,Good,Good,No,2,Low,1,99.85
STU02591,17,Male,9.23,66.4,7.9,2.1,2.6,3.31,Yes,Online,Good,Poor,No,3,Low,5.4,87.55
STU02592,19,Female,5.46,80,8.1,5.9,3.6,3.03,No,Online,Poor,Good,No,3,Middle,6.7,72.53
STU02593,21,Female,3.04,64.2,6.5,1,3.6,2.71,No,Offline,Average,Good,Yes,1,Middle,3.2,81.24
STU02594,19,Female,5.49,71.8,8,5.2,6.3,3.08,Yes,Offline,Average,Good,No,1,Middle,5.6,67.44
STU02595,23,Female,0.39,81.2,7.9,6.3,3.3,3.15,No,Hybrid,Average,Excellent,No,1,High,3.7,73.95
STU02596,21,Female,8.81,91.1,8.3,2.6,4.8,2.63,No,Online,Good,Excellent,Yes,2,Middle,4.3,94.96
STU02597,21,Female,5.77,89.3,7,1.7,0.7,3.02,No,Offline,Good,Good,Yes,2,High,4.6,98.85
STU02598,19,Female,6.13,62.9,6.3,2.8,4.5,3.61,Yes,Offline,Average,Good,No,0,Middle,2.5,85.03
STU02599,24,Male,5.54,90.1,8.2,2.6,0.8,2.7,Yes,Offline,Poor,Excellent,No,2,Low,1.6,97.31
STU02600,18,Male,3.53,59.7,8.1,6.6,2.4,3.68,Yes,Online,Average,Average,Yes,2,High,6,85.4
STU02601,20,Male,4.99,82.5,6.9,5.8,6.2,2.16,No,Offline,Good,Average,Yes,1,High,7.8,76.11
STU02602,24,Male,3.66,81.4,6.7,3.5,2.8,3.32,Yes,Offline,Poor,Average,Yes,3,Middle,4.8,89
STU02603,17,Male,4.2,89.2,4.4,4.3,5.9,2.96,Yes,Online,Average,Excellent,Yes,0,Low,6.4,66.94
STU02604,22,Male,5.87,82.1,5.2,5,3.4,2.83,No,Offline,Average,Good,Yes,1,Low,3.9,84.45
STU02605,20,Female,2.8,90.9,6.9,5.1,5.4,2.63,Yes,Hybrid,Good,Average,No,2,High,5.2,75.88
STU02606,17,Male,8.46,74.4,7.4,7.4,2.7,2.75,No,Offline,Average,Excellent,No,1,Low,4.3,93.3
STU02607,24,Female,3.06,79.2,5.4,6.5,2.7,2.13,No,Online,Good,Good,Yes,1,Middle,5.7,60.81
STU02608,24,Male,6.83,89.2,6.6,5.2,4.8,2.83,Yes,Hybrid,Poor,Excellent,No,1,Middle,7.1,85.27
STU02609,17,Male,3.9,75.1,6.3,6.7,3.6,2.93,No,Online,Good,Poor,Yes,3,Low,4.5,86.03
STU02610,21,Male,2.68,75,6.4,4.4,0.8,2.47,Yes,Offline,Average,Good,Yes,2,Middle,5.7,71.61
STU02611,17,Male,5.92,81.1,8.4,6.7,4.4,2.98,No,Offline,Poor,Good,No,2,Middle,4.3,81.84
STU02612,22,Female,5.47,65,8.3,5.5,3.8,2.45,No,Online,Good,Good,Yes,1,Middle,4.8,77
STU02613,24,Female,4.69,78.1,4.7,3,5.9,3.1,No,Offline,Average,Good,Yes,1,Middle,6.5,91.46
STU02614,17,Male,5.01,70.2,8.3,5.4,5.1,3.93,Yes,Online,Poor,Excellent,No,0,High,4.5,85.27
STU02615,19,Male,3.88,95.1,7.5,6.6,4.7,3.24,No,Offline,Average,Average,Yes,2,Middle,5.1,77.35
STU02616,20,Male,5.96,93,6.6,4.3,2.7,1.8,No,Hybrid,Average,Excellent,No,2,Middle,3.7,98.24
STU02617,19,Female,4.15,87.5,7.9,3,2.9,2.78,No,Online,Poor,Average,Yes,2,Middle,2.9,98.24
STU02618,22,Female,5.14,100,7.2,10,3.9,2.68,No,Hybrid,Average,Average,Yes,1,Low,3.3,68.19
STU02619,17,Female,7.3,82.5,8.5,4.8,6,3.45,No,Online,Poor,Poor,No,3,High,2.4,93.52
STU02620,23,Female,2.45,76.8,7.3,3,3.1,2.44,Yes,Offline,Good,Average,No,2,Middle,7.2,66.45
STU02621,22,Female,3.94,83.9,6.2,2,3.9,3.02,No,Hybrid,Average,Average,Yes,3,Middle,5.4,97.26
STU02622,21,Male,3.73,83.6,5.9,7.4,3.7,2.68,Yes,Offline,Good,Excellent,No,2,Middle,3,80.98
STU02623,19,Male,3.48,77.6,8.4,7,5,2.16,No,Offline,Poor,Good,No,1,Middle,7.6,69.23
STU02624,19,Female,2.38,84.1,4.5,4.6,7.4,2.75,Yes,Offline,Poor,Good,No,1,Low,8.8,62.87
STU02625,18,Female,4.51,68.4,7.5,7.5,9,3.24,Yes,Offline,Poor,Good,Yes,1,High,7.7,58.07
STU02626,17,Female,5.35,70.7,10,6.8,3.2,2.66,No,Hybrid,Good,Poor,No,2,Low,6.8,84.99
STU02627,21,Female,4.82,83.2,7.9,1.7,3.3,3.74,No,Offline,Good,Average,No,3,Middle,5.3,89.17
STU02628,23,Male,1.86,68.2,7.6,5.6,2.3,2.82,No,Offline,Good,Good,No,1,Middle,5,55.5
STU02629,19,Female,6.39,91.5,6.2,7.5,3.3,2.47,Yes,Offline,Good,Good,No,0,Middle,5.7,76.63
STU02630,19,Female,6.44,84.7,4.8,5.3,6.1,2.69,Yes,Online,Poor,Good,Yes,2,High,3.5,74.82
STU02631,21,Male,5.17,74.4,6.6,6,5.3,4,No,Online,Average,Good,No,2,Middle,3.2,88.74
STU02632,22,Female,3.04,91.5,8.6,7,2.4,2.39,Yes,Offline,Poor,Good,No,1,High,6.2,64.31
STU02633,22,Female,3.32,82.8,3,8.1,2.6,2.99,Yes,Hybrid,Poor,Good,No,1,Middle,7.1,62.29
STU02634,17,Male,8.9,97,5.6,6,4.7,3.52,No,Online,Poor,Excellent,No,3,High,4.3,96.47
STU02635,24,Male,8.45,78.4,6.4,6.6,3,2.81,No,Hybrid,Average,Average,No,2,Middle,1.5,87.79
STU02636,18,Male,5.96,75.1,6.7,6.1,2.7,2.78,Yes,Hybrid,Average,Good,No,3,Middle,3.8,89.82
STU02637,19,Female,3.2,84.8,5.2,2.3,3.7,2.84,Yes,Offline,Good,Good,No,1,High,5.4,81.87
STU02638,24,Male,7.52,70.2,8,7.1,2.7,3.6,Yes,Online,Good,Excellent,No,2,Low,5,91.34
STU02639,24,Female,5.37,90.7,5.5,6.2,3.4,3.18,No,Offline,Average,Average,No,3,Low,5.5,93.32
STU02640,18,Female,8.34,84.2,7.1,1.8,3.4,2.79,Yes,Offline,Good,Good,No,2,High,4.2,92.56
STU02641,24,Male,3.87,48,5.1,7.3,3.6,2.4,No,Offline,Good,Average,No,2,High,5.9,52.52
STU02642,24,Female,5.94,80.1,7.3,4.3,3.9,2.09,Yes,Online,Average,Good,Yes,2,High,5.6,77.14
STU02643,22,Non-Binary,4.59,82.3,6.4,5.1,3.8,2.58,No,Online,Good,Average,No,2,Middle,3.5,90.61
STU02644,22,Male,6.5,68.1,4.8,6.3,3.1,2.11,No,Hybrid,Poor,Poor,No,2,Middle,6.5,73.46
STU02645,20,Male,3.75,77.2,6.6,5.5,2.5,2.95,Yes,Hybrid,Good,Good,No,1,Middle,5,84.18
STU02646,23,Female,6.83,76.9,8,8.1,4.4,3.1,Yes,Offline,Average,Average,No,3,Middle,3.3,99.77
STU02647,17,Female,4.24,60.4,8.2,6.1,2.9,3.4,Yes,Hybrid,Average,Average,Yes,2,Middle,3.8,76.04
STU02648,24,Male,3.24,82.9,8.2,7.5,5.6,3.42,Yes,Hybrid,Good,Average,Yes,3,Low,6.9,78.75
STU02649,20,Male,6.14,79.7,5.9,2.7,6.6,3.34,No,Offline,Poor,Poor,Yes,2,Middle,4.8,90.6
STU02650,23,Male,5.47,73.4,8.5,4.6,3.8,3.11,No,Hybrid,Poor,Excellent,Yes,0,Middle,7.8,79.57
STU02651,20,Non-Binary,0.8,76.1,7.1,3,4.3,2.86,No,Offline,Average,Good,Yes,1,Middle,5.8,74.12
STU02652,20,Male,4.92,80.6,7.5,5.5,4.5,3.24,No,Hybrid,Average,Excellent,No,2,Middle,5.9,87.85
STU02653,17,Female,5.21,91,8.1,4.4,4.8,2.02,No,Offline,Good,Good,Yes,4,High,1.7,92.22
STU02654,17,Female,5.37,84.7,5.1,4.2,5.6,2.62,No,Online,Average,Excellent,No,4,Middle,4.3,92.83
STU02655,21,Male,9.07,77.6,7.9,5.5,3,3.95,No,Online,Good,Good,Yes,2,Middle,3.6,88.61
STU02656,18,Female,3.72,76.6,5.4,5.7,5.8,1.96,Yes,Online,Average,Good,Yes,0,Middle,7.8,52.31
STU02657,18,Male,4.97,75.2,7.9,1.9,2.4,3.23,No,Hybrid,Average,Good,No,1,Low,4.7,86.71
STU02658,21,Female,1.62,89.7,6.7,3.2,2.3,2.42,Yes,Hybrid,Good,Good,Yes,2,Middle,7,66.86
STU02659,21,Male,2.1,83.8,7.8,2.9,1.1,2.46,Yes,Hybrid,Poor,Good,No,4,Middle,8,78.33
STU02660,22,Female,3.86,75,6.4,4.1,4.7,3.38,No,Offline,Average,Average,Yes,3,Middle,3.8,75.48
STU02661,23,Female,4.74,93.7,6.2,7.6,4.9,3.01,No,Offline,Average,Average,Yes,3,High,5.8,84.22
STU02662,20,Male,4.61,88.3,7.8,8.6,5,3.39,Yes,Offline,Average,Good,No,2,Middle,6.2,71.91
STU02663,24,Male,6.27,71.9,6.6,3.7,7,3.04,Yes,Offline,Good,Good,Yes,3,Low,6.7,93.97
STU02664,21,Male,6.46,85.5,8.9,3,6.9,3.01,No,Offline,Good,Poor,Yes,2,Middle,4.8,94.1
STU02665,19,Male,7.01,82.2,6.7,7.2,4,2.75,Yes,Offline,Average,Average,Yes,1,High,6.2,77.25
STU02666,18,Female,4.67,84.1,8.9,5.7,3.2,3.41,Yes,Offline,Poor,Good,No,2,Middle,5.4,88.28
STU02667,21,Female,5.98,87.4,5.4,6.6,5.1,3.33,No,Online,Average,Excellent,Yes,3,High,5.2,92.42
STU02668,19,Male,3.57,77,8.1,6.3,5.7,3.45,No,Offline,Average,Poor,No,0,Middle,7.3,73.41
STU02669,19,Female,5.72,75.2,6.8,8.2,3.3,3.2,No,Online,Good,Average,No,2,Low,2.8,89.84
STU02670,19,Female,5.96,69.4,8,5.3,4.9,2.52,No,Offline,Average,Excellent,No,1,Low,4.1,79.86
STU02671,22,Female,4,83.3,6.2,3.9,2.1,2.75,No,Online,Poor,Good,Yes,3,Middle,7.3,80.12
STU02672,22,Male,0.68,79.5,7.4,4.2,5.1,2.84,No,Online,Average,Average,Yes,0,Low,4.1,44.69
STU02673,24,Male,3.7,63,7.6,4,0.8,2.32,Yes,Hybrid,Average,Excellent,Yes,1,Middle,5,72.89
STU02674,24,Male,10.13,80.7,6,4.6,2.7,3.1,No,Online,Average,Good,No,1,High,4.3,89.3
STU02675,19,Female,4.8,84.2,7.3,7,3.7,2.88,No,Hybrid,Poor,Good,Yes,3,Middle,4.5,77.87
STU02676,23,Male,3.73,82,6.6,4.5,4.8,3.58,No,Online,Average,Excellent,No,0,Middle,6.1,93.66
STU02677,22,Male,5.21,77.5,5.6,7.7,1.2,1.63,No,Offline,Poor,Excellent,No,1,Middle,7.9,66.41
STU02678,20,Male,7.22,87.6,8,5.9,4.5,2.84,No,Online,Poor,Average,Yes,1,Low,3.6,87.54
STU02679,19,Female,5.66,74.7,6.8,4.7,3.8,3.63,Yes,Offline,Average,Average,No,2,Middle,2.6,97.46
STU02680,20,Male,4.59,65.5,5,4.2,6.1,2.9,No,Offline,Poor,Average,Yes,2,Middle,5,81.96
STU02681,20,Male,2.44,95.3,7.6,3.2,7.4,3.47,Yes,Offline,Poor,Poor,Yes,2,Middle,6.2,83.1
STU02682,19,Male,4.4,66,6.6,6,4.3,3.58,No,Offline,Good,Poor,Yes,2,Middle,4.1,90.93
STU02683,18,Male,2.61,83.2,7.1,10,3.9,2.93,No,Offline,Average,Average,Yes,0,High,6.1,55.05
STU02684,23,Female,5.7,98,7.1,6.1,2.6,2.32,No,Online,Average,Excellent,No,1,Middle,3.1,87.3
STU02685,19,Male,8,75.6,7.5,5.4,1.9,3.66,No,Hybrid,Average,Excellent,No,2,Low,4.4,92.17
STU02686,24,Male,7.1,92.5,6,6.1,3.6,2.27,No,Online,Poor,Good,Yes,1,High,5.8,70.63
STU02687,19,Female,3.81,78.2,6.1,7.9,2,3.5,No,Offline,Good,Good,No,2,High,5.6,86.35
STU02688,22,Male,3.03,77.8,8.3,5.2,3.5,2.64,Yes,Offline,Good,Poor,Yes,1,Middle,7.3,64.17
STU02689,19,Male,2.21,62.9,6.3,4.6,2.8,2.43,No,Offline,Good,Average,Yes,2,Middle,8.1,66.28
STU02690,18,Female,5.88,87,6.8,2.3,5.6,3.32,No,Hybrid,Average,Poor,Yes,2,High,3.7,96.01
STU02691,22,Male,6.13,74.1,4.7,2.1,4,2.25,Yes,Hybrid,Poor,Good,No,1,High,5.6,73.4
STU02692,24,Male,6.57,88,7.6,5.7,3.3,2.76,No,Hybrid,Average,Average,No,2,Middle,2.4,88.75
STU02693,17,Male,5.67,71.7,7,5,4,3,Yes,Offline,Poor,Excellent,No,1,Middle,5.6,82.69
STU02694,17,Female,2.57,81.7,7.4,1.9,4.6,2.49,Yes,Hybrid,Good,Good,No,2,Middle,3.1,79.21
